Date,Index,Current,Point Change,% Change,Turnover
2019-04-07,Float Index,86.7,1.52,1.78,518228000.0
2019-04-07,Sensitive Float Index,80.13,1.62,2.06,471079008.0
2019-04-06,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-04-05,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-04-04,NEPSE Index,1165.2,-0.64,-0.05,386452000.0
2019-04-04,Sensitive Index,248.57,-0.15,-0.06,409577984.0
2019-04-04,Float Index,85.18,-0.05,-0.06,386452000.0
2019-04-04,Sensitive Float Index,78.51,-0.06,-0.08,362359008.0
2019-04-03,NEPSE Index,1165.84,2.01,0.17,524422016.0
2019-04-03,Sensitive Index,248.72,0.57,0.23,555902016.0
2019-04-03,Float Index,85.23,0.26,0.31,524422016.0
2019-04-03,Sensitive Float Index,78.57,0.28,0.36,497630016.0
2019-04-02,NEPSE Index,1163.82,14.07,1.22,472344992.0
2019-04-02,Sensitive Index,248.15,3.34,1.36,508996992.0
2019-04-02,Float Index,84.97,1.09,1.3,472344992.0
2019-04-02,Sensitive Float Index,78.29,1.13,1.46,451600000.0
2019-04-01,NEPSE Index,1149.99,6.43,0.56,326448992.0
2019-04-01,Sensitive Index,244.81,1.45,0.6,340102016.0
2019-04-01,Float Index,83.88,0.58,0.7,326448992.0
2019-04-01,Sensitive Float Index,77.16,0.59,0.77,303236000.0
2019-03-31,NEPSE Index,1143.09,-1.44,-0.13,241951008.0
2019-03-31,Sensitive Index,243.35,-0.14,-0.06,254862000.0
2019-03-31,Float Index,83.27,-0.08,-0.1,241951008.0
2019-03-31,Sensitive Float Index,76.57,-0.02,-0.03,214040992.0
2019-03-30,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-03-29,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-03-28,NEPSE Index,1144.53,1.92,0.17,215416992.0
2019-03-28,Sensitive Index,243.49,0.3,0.12,230192992.0
2019-03-28,Float Index,83.35,0.08,0.1,215416992.0
2019-03-28,Sensitive Float Index,76.59,0.05,0.07,193616000.0
2019-03-27,NEPSE Index,1142.61,1.89,0.17,208898000.0
2019-03-27,Sensitive Index,243.19,0.52,0.21,210987008.0
2019-03-27,Float Index,83.27,0.16,0.19,208898000.0
2019-03-27,Sensitive Float Index,76.54,0.17,0.22,196730000.0
2019-03-26,NEPSE Index,1140.72,2.05,0.18,190316992.0
2019-03-26,Sensitive Index,242.67,0.42,0.17,199183008.0
2019-03-26,Float Index,83.11,0.13,0.16,190316992.0
2019-03-26,Sensitive Float Index,76.37,0.12,0.16,169195008.0
2019-03-25,NEPSE Index,1138.67,3.87,0.34,216906000.0
2019-03-25,Sensitive Index,242.25,0.96,0.4,229548992.0
2019-03-25,Float Index,82.98,0.34,0.41,216906000.0
2019-03-25,Sensitive Float Index,76.25,0.34,0.45,189048000.0
2019-03-24,NEPSE Index,1134.8,-5.8,-0.51,211912992.0
2019-03-24,Sensitive Index,241.29,-1.18,-0.49,207703008.0
2019-03-24,Float Index,82.64,-0.41,-0.49,211912992.0
2019-03-24,Sensitive Float Index,75.91,-0.36,-0.47,175050000.0
2019-03-23,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-03-22,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-03-21,NEPSE Index,1140.6,-6.55,-0.57,248614000.0
2019-03-21,Sensitive Index,242.47,-1.5,-0.61,268571008.0
2019-03-21,Float Index,83.05,-0.55,-0.66,248614000.0
2019-03-21,Sensitive Float Index,76.27,-0.53,-0.69,227048000.0
2019-03-20,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-03-19,NEPSE Index,1147.15,-6.83,-0.59,129145000.0
2019-03-19,Sensitive Index,243.97,-1.57,-0.64,137780000.0
2019-03-19,Float Index,83.6,-0.47,-0.56,129145000.0
2019-03-19,Sensitive Float Index,76.8,-0.45,-0.58,117331000.0
2019-03-18,NEPSE Index,1153.98,-7.47,-0.64,279032000.0
2019-03-18,Sensitive Index,245.54,-1.63,-0.66,302751008.0
2019-03-18,Float Index,84.07,-0.65,-0.77,279032000.0
2019-03-18,Sensitive Float Index,77.25,-0.63,-0.81,255502000.0
2019-03-17,NEPSE Index,1161.45,5.95,0.51,316537984.0
2019-03-17,Sensitive Index,247.17,1.07,0.43,339212992.0
2019-03-17,Float Index,84.72,0.43,0.51,316537984.0
2019-03-17,Sensitive Float Index,77.88,0.34,0.44,285177984.0
2019-03-16,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-03-15,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-03-14,NEPSE Index,1155.5,5.4,0.47,263186000.0
2019-03-14,Sensitive Index,246.1,1.35,0.55,279984000.0
2019-03-14,Float Index,84.29,0.44,0.52,263186000.0
2019-03-14,Sensitive Float Index,77.54,0.45,0.58,237880992.0
2019-03-13,NEPSE Index,1150.1,-13.16,-1.13,407008000.0
2019-03-13,Sensitive Index,244.75,-2.72,-1.1,433156992.0
2019-03-13,Float Index,83.85,-1.01,-1.19,407008000.0
2019-03-13,Sensitive Float Index,77.09,-0.91,-1.17,371047008.0
2019-03-12,NEPSE Index,1163.26,20.33,1.78,513876992.0
2019-03-12,Sensitive Index,247.47,4.21,1.73,551022016.0
2019-03-12,Float Index,84.86,1.49,1.79,513876992.0
2019-03-12,Sensitive Float Index,78.0,1.33,1.73,462392000.0
2019-03-11,NEPSE Index,1142.93,14.22,1.26,382284992.0
2019-03-11,Sensitive Index,243.26,3.15,1.31,408779008.0
2019-03-11,Float Index,83.37,1.18,1.44,382284992.0
2019-03-11,Sensitive Float Index,76.67,1.12,1.48,343871008.0
2019-03-10,NEPSE Index,1128.71,0.94,0.08,102317000.0
2019-03-10,Sensitive Index,240.11,0.39,0.16,109910000.0
2019-03-10,Float Index,82.19,0.1,0.12,102317000.0
2019-03-10,Sensitive Float Index,75.55,0.12,0.16,86599296.0
2019-03-09,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-03-08,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-03-07,NEPSE Index,1127.77,16.01,1.44,283819008.0
2019-03-07,Sensitive Index,239.72,3.44,1.46,311939008.0
2019-03-07,Float Index,82.09,1.26,1.56,283819008.0
2019-03-07,Sensitive Float Index,75.43,1.16,1.56,259024000.0
2019-03-06,NEPSE Index,1111.76,9.12,0.83,211804992.0
2019-03-06,Sensitive Index,236.28,2.03,0.87,223792000.0
2019-03-06,Float Index,80.83,0.72,0.9,211804992.0
2019-03-06,Sensitive Float Index,74.27,0.67,0.91,193295008.0
2019-03-05,NEPSE Index,1102.64,2.06,0.19,213340992.0
2019-03-05,Sensitive Index,234.25,0.37,0.16,222036000.0
2019-03-05,Float Index,80.11,0.16,0.2,213340992.0
2019-03-05,Sensitive Float Index,73.6,0.14,0.19,186460992.0
2019-03-04,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-03-03,NEPSE Index,1100.58,-4.95,-0.45,221026000.0
2019-03-03,Sensitive Index,233.88,-0.92,-0.39,236610000.0
2019-03-03,Float Index,79.95,-0.38,-0.47,221026000.0
2019-03-03,Sensitive Float Index,73.46,-0.33,-0.45,202194000.0
2019-03-02,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-03-01,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-02-28,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-02-27,NEPSE Index,1105.53,2.97,0.27,204516992.0
2019-02-27,Sensitive Index,234.8,0.58,0.25,217036000.0
2019-02-27,Float Index,80.33,0.21,0.26,204516992.0
2019-02-27,Sensitive Float Index,73.79,0.19,0.26,179474000.0
2019-02-26,NEPSE Index,1102.56,-7.17,-0.65,149262000.0
2019-02-26,Sensitive Index,234.22,-1.56,-0.66,161094000.0
2019-02-26,Float Index,80.12,-0.44,-0.55,149262000.0
2019-02-26,Sensitive Float Index,73.6,-0.39,-0.53,131309000.0
2019-02-25,NEPSE Index,1109.73,7.41,0.67,182428992.0
2019-02-25,Sensitive Index,235.78,1.6,0.68,190699008.0
2019-02-25,Float Index,80.56,0.52,0.65,182428992.0
2019-02-25,Sensitive Float Index,73.99,0.46,0.63,163164000.0
2019-02-24,NEPSE Index,1102.32,-10.75,-0.97,193956992.0
2019-02-24,Sensitive Index,234.18,-2.42,-1.02,206706000.0
2019-02-24,Float Index,80.04,-0.86,-1.06,193956992.0
2019-02-24,Sensitive Float Index,73.53,-0.78,-1.05,162328992.0
2019-02-23,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-02-22,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-02-21,NEPSE Index,1113.07,0.84,0.08,157692000.0
2019-02-21,Sensitive Index,236.6,0.26,0.11,163366000.0
2019-02-21,Float Index,80.9,0.1,0.12,157692000.0
2019-02-21,Sensitive Float Index,74.31,0.12,0.16,117286000.0
2019-02-20,NEPSE Index,1112.23,-12.72,-1.13,154584000.0
2019-02-20,Sensitive Index,236.34,-2.57,-1.08,167735008.0
2019-02-20,Float Index,80.8,-1.01,-1.24,154584000.0
2019-02-20,Sensitive Float Index,74.19,-0.89,-1.19,137274000.0
2019-02-19,NEPSE Index,1124.23,21.72,1.97,202684000.0
2019-02-19,Sensitive Index,238.84,4.48,1.91,222238000.0
2019-02-19,Float Index,81.74,-583781.25,-99.99,202684000.0
2019-02-19,Sensitive Float Index,75.05,1.35,1.83,178048000.0
2019-02-18,NEPSE Index,1102.51,-7.21,-0.65,208487008.0
2019-02-18,Sensitive Index,234.36,-1.8,-0.76,219124992.0
2019-02-18,Float Index,80.19,-0.54,-0.68,208487008.0
2019-02-18,Sensitive Float Index,73.7,-0.48,-0.65,184744000.0
2019-02-17,NEPSE Index,1109.72,-3.15,-0.28,194344992.0
2019-02-17,Sensitive Index,236.16,-0.76,-0.32,205728000.0
2019-02-17,Float Index,80.74,-0.12,-0.15,194344992.0
2019-02-17,Sensitive Float Index,74.18,-0.09,-0.12,172299008.0
2019-02-16,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-02-15,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-02-14,NEPSE Index,1112.87,-8.21,-0.73,231671008.0
2019-02-14,Sensitive Index,236.92,-1.52,-0.64,248520000.0
2019-02-14,Float Index,80.86,-0.54,-0.66,231671008.0
2019-02-14,Sensitive Float Index,74.27,-0.45,-0.6,199752992.0
2019-02-13,NEPSE Index,1121.08,-7.11,-0.63,230651008.0
2019-02-13,Sensitive Index,238.44,-1.76,-0.73,251444000.0
2019-02-13,Float Index,81.4,-0.64,-0.78,230651008.0
2019-02-13,Sensitive Float Index,74.72,-0.58,-0.77,208696992.0
2019-02-12,NEPSE Index,1128.19,-0.67,-0.06,156376000.0
2019-02-12,Sensitive Index,240.2,-0.2,-0.08,166384000.0
2019-02-12,Float Index,82.04,-0.02,-0.02,156376000.0
2019-02-12,Sensitive Float Index,75.3,-0.04,-0.05,134596992.0
2019-02-11,NEPSE Index,1128.86,1.33,0.12,191024000.0
2019-02-11,Sensitive Index,240.4,0.19,0.08,206892992.0
2019-02-11,Float Index,82.06,0.1,0.12,191024000.0
2019-02-11,Sensitive Float Index,75.34,0.06,0.08,164935008.0
2019-02-10,NEPSE Index,1127.53,-12.04,-1.06,228292000.0
2019-02-10,Sensitive Index,240.21,-2.4,-0.99,251824000.0
2019-02-10,Float Index,81.96,-0.9,-1.09,228292000.0
2019-02-10,Sensitive Float Index,75.28,-0.78,-1.03,197936000.0
2019-02-09,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-02-08,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-02-07,NEPSE Index,1139.57,-0.15,-0.01,242260000.0
2019-02-07,Sensitive Index,242.61,0.11,0.05,200202000.0
2019-02-07,Float Index,82.86,0.06,0.07,242260000.0
2019-02-07,Sensitive Float Index,76.06,0.08,0.11,199859008.0
2019-02-06,NEPSE Index,1139.72,-7.38,-0.64,226248992.0
2019-02-06,Sensitive Index,242.5,-1.52,-0.62,199392000.0
2019-02-06,Float Index,82.8,-0.56,-0.67,226248992.0
2019-02-06,Sensitive Float Index,75.98,-0.5,-0.65,198668000.0
2019-02-05,NEPSE Index,1147.1,2.83,0.25,221967008.0
2019-02-05,Sensitive Index,244.02,0.74,0.3,185632000.0
2019-02-05,Float Index,83.36,0.18,0.22,221967008.0
2019-02-05,Sensitive Float Index,76.48,0.2,0.26,184175008.0
2019-02-04,NEPSE Index,1144.27,-8.79,-0.76,322760992.0
2019-02-04,Sensitive Index,243.28,-1.8,-0.73,286689984.0
2019-02-04,Float Index,83.18,-0.6,-0.72,322760992.0
2019-02-04,Sensitive Float Index,76.28,-0.52,-0.68,286443008.0
2019-02-03,NEPSE Index,1153.06,-8.57,-0.74,321743008.0
2019-02-03,Sensitive Index,245.08,-1.72,-0.7,283865984.0
2019-02-03,Float Index,83.78,-0.54,-0.64,321743008.0
2019-02-03,Sensitive Float Index,76.8,-0.46,-0.6,283651008.0
2019-02-02,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-02-01,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-01-31,NEPSE Index,1161.63,1.04,0.09,268244992.0
2019-01-31,Sensitive Index,246.8,0.05,0.02,231548000.0
2019-01-31,Float Index,84.32,0.02,0.02,268244992.0
2019-01-31,Sensitive Float Index,77.26,-0.02,-0.03,230760000.0
2019-01-30,NEPSE Index,1160.59,-0.4,-0.03,190572992.0
2019-01-30,Sensitive Index,246.75,0.28,0.11,161370000.0
2019-01-30,Float Index,84.3,0.04,0.05,190572992.0
2019-01-30,Sensitive Float Index,77.28,0.1,0.13,161102000.0
2019-01-29,NEPSE Index,1160.99,-3.9,-0.33,259283008.0
2019-01-29,Sensitive Index,246.47,-0.78,-0.32,210511008.0
2019-01-29,Float Index,84.26,-0.37,-0.44,259283008.0
2019-01-29,Sensitive Float Index,77.18,-0.3,-0.39,210291008.0
2019-01-28,NEPSE Index,1164.89,4.05,0.35,203579008.0
2019-01-28,Sensitive Index,247.25,0.95,0.39,174616992.0
2019-01-28,Float Index,84.63,0.33,0.39,203579008.0
2019-01-28,Sensitive Float Index,77.48,0.31,0.4,174130000.0
2019-01-27,NEPSE Index,1160.84,-11.94,-1.02,306070016.0
2019-01-27,Sensitive Index,246.3,-2.35,-0.95,257188000.0
2019-01-27,Float Index,84.3,-0.85,-1.0,306070016.0
2019-01-27,Sensitive Float Index,77.17,-0.74,-0.95,256691008.0
2019-01-26,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-01-25,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-01-24,NEPSE Index,1172.78,-0.2,-0.02,306295008.0
2019-01-24,Sensitive Index,248.65,-0.09,-0.04,244362000.0
2019-01-24,Float Index,85.15,-0.09,-0.11,306295008.0
2019-01-24,Sensitive Float Index,77.91,-0.05,-0.06,243784992.0
2019-01-23,NEPSE Index,1172.98,4.15,0.36,238475008.0
2019-01-23,Sensitive Index,248.74,0.69,0.28,182538000.0
2019-01-23,Float Index,85.24,0.41,0.48,238475008.0
2019-01-23,Sensitive Float Index,77.96,0.24,0.31,181635008.0
2019-01-22,NEPSE Index,1168.83,1.14,0.1,277291008.0
2019-01-22,Sensitive Index,248.05,0.55,0.22,205398000.0
2019-01-22,Float Index,84.83,0.14,0.17,277291008.0
2019-01-22,Sensitive Float Index,77.72,0.14,0.18,205000000.0
2019-01-21,NEPSE Index,1167.69,-11.48,-0.97,335558016.0
2019-01-21,Sensitive Index,247.5,-1.88,-0.75,209580992.0
2019-01-21,Float Index,84.69,-0.88,-1.03,335558016.0
2019-01-21,Sensitive Float Index,77.58,-0.59,-0.75,209018000.0
2019-01-20,NEPSE Index,1179.17,-8.6,-0.72,361756992.0
2019-01-20,Sensitive Index,249.38,-1.63,-0.65,119978000.0
2019-01-20,Float Index,85.57,-0.66,-0.77,361756992.0
2019-01-20,Sensitive Float Index,78.17,-0.49,-0.62,119974000.0
2019-01-19,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-01-18,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-01-17,NEPSE Index,1187.77,-0.2,-0.02,281347008.0
2019-01-17,Sensitive Index,251.01,-0.49,-0.19,244048000.0
2019-01-17,Float Index,86.23,0.0,0.0,281347008.0
2019-01-17,Sensitive Float Index,78.66,-0.22,-0.28,243254000.0
2019-01-16,NEPSE Index,1187.97,-7.57,-0.63,474423008.0
2019-01-16,Sensitive Index,251.5,-2.05,-0.81,459176992.0
2019-01-16,Float Index,86.23,-0.39,-0.45,474423008.0
2019-01-16,Sensitive Float Index,78.88,-0.56,-0.7,458214016.0
2019-01-15,NEPSE Index,1195.54,17.51,1.49,391993984.0
2019-01-15,Sensitive Index,253.55,3.06,1.22,369399008.0
2019-01-15,Float Index,86.62,1.28,1.5,391993984.0
2019-01-15,Sensitive Float Index,79.44,0.94,1.2,369289984.0
2019-01-14,NEPSE Index,1178.03,2.98,0.25,259270000.0
2019-01-14,Sensitive Index,250.49,1.07,0.43,247596992.0
2019-01-14,Float Index,85.34,-0.06,-0.07,259270000.0
2019-01-14,Sensitive Float Index,78.5,0.14,0.18,246575008.0
2019-01-13,NEPSE Index,1175.05,-5.79,-0.49,353560000.0
2019-01-13,Sensitive Index,249.42,-1.23,-0.49,342657984.0
2019-01-13,Float Index,85.4,-0.52,-0.61,353560000.0
2019-01-13,Sensitive Float Index,78.36,-0.47,-0.6,342345984.0
2019-01-12,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-01-11,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-01-10,NEPSE Index,1180.84,1.48,0.13,344812992.0
2019-01-10,Sensitive Index,250.65,0.39,0.16,331920992.0
2019-01-10,Float Index,85.92,0.14,0.16,344812992.0
2019-01-10,Sensitive Float Index,78.83,0.15,0.19,319835008.0
2019-01-09,NEPSE Index,1179.36,2.29,0.19,275980992.0
2019-01-09,Sensitive Index,250.26,0.42,0.17,256924000.0
2019-01-09,Float Index,85.78,0.18,0.21,275980992.0
2019-01-09,Sensitive Float Index,78.68,0.14,0.18,256772000.0
2019-01-08,NEPSE Index,1177.07,-0.4,-0.03,332627008.0
2019-01-08,Sensitive Index,249.84,-0.09,-0.04,320451008.0
2019-01-08,Float Index,85.6,0.0,0.0,332627008.0
2019-01-08,Sensitive Float Index,78.54,0.0,0.0,320297984.0
2019-01-07,NEPSE Index,1177.46,6.67,0.57,322203008.0
2019-01-07,Sensitive Index,249.93,1.37,0.55,312518016.0
2019-01-07,Float Index,85.6,0.53,0.62,322203008.0
2019-01-07,Sensitive Float Index,78.54,0.48,0.61,312227008.0
2019-01-06,NEPSE Index,1170.79,-8.08,-0.69,298870016.0
2019-01-06,Sensitive Index,248.56,-1.5,-0.6,287500000.0
2019-01-06,Float Index,85.07,-0.73,-0.85,298870016.0
2019-01-06,Sensitive Float Index,78.06,-0.62,-0.79,287044000.0
2019-01-05,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-01-04,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-01-03,NEPSE Index,1178.87,-1.56,-0.13,262468000.0
2019-01-03,Sensitive Index,250.06,-0.47,-0.19,245896000.0
2019-01-03,Float Index,85.8,-0.11,-0.13,262468000.0
2019-01-03,Sensitive Float Index,78.68,-0.12,-0.15,245802000.0
2019-01-02,NEPSE Index,1180.43,-5.42,-0.46,246231008.0
2019-01-02,Sensitive Index,250.53,-1.28,-0.51,229136992.0
2019-01-02,Float Index,85.91,-0.37,-0.43,246231008.0
2019-01-02,Sensitive Float Index,78.8,-0.36,-0.46,229084992.0
2019-01-01,NEPSE Index,1185.91,-2.28,-0.19,227166000.0
2019-01-01,Sensitive Index,251.83,-0.41,-0.16,209412000.0
2019-01-01,Float Index,86.29,-0.16,-0.19,227166000.0
2019-01-01,Sensitive Float Index,79.17,-0.16,-0.2,209154000.0
2018-12-31,NEPSE Index,1188.19,-16.35,-1.36,390624000.0
2018-12-31,Sensitive Index,252.24,-3.76,-1.47,364855008.0
2018-12-31,Float Index,86.45,-1.01,-1.15,390624000.0
2018-12-31,Sensitive Float Index,79.33,-0.96,-1.2,364336000.0
2018-12-30,NEPSE Index,1204.54,-10.62,-0.87,433888992.0
2018-12-30,Sensitive Index,256.0,-2.66,-1.03,416731008.0
2018-12-30,Float Index,87.46,-0.9,-1.02,433888992.0
2018-12-30,Sensitive Float Index,80.29,-0.91,-1.12,416563008.0
2018-12-29,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2018-12-28,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2018-12-27,NEPSE Index,1215.16,-1.11,-0.09,1097720064.0
2018-12-27,Sensitive Index,258.66,-0.16,-0.06,1039710016.0
2018-12-27,Float Index,88.36,-0.21,-0.24,1097720064.0
2018-12-27,Sensitive Float Index,81.2,-0.19,-0.23,1036960000.0
2018-12-26,NEPSE Index,1216.27,30.24,2.55,679681024.0
2018-12-26,Sensitive Index,258.82,6.41,2.54,641825024.0
2018-12-26,Float Index,88.57,2.38,2.76,679681024.0
2018-12-26,Sensitive Float Index,81.39,2.15,2.71,640524032.0
2018-12-25,NEPSE Index,1191.74,-6.44,-0.54,695494976.0
2018-12-25,Sensitive Index,253.68,-1.7,-0.67,657875968.0
2018-12-25,Float Index,86.67,-0.59,-0.68,695494976.0
2018-12-25,Sensitive Float Index,79.69,-0.61,-0.76,656784000.0
2018-12-24,NEPSE Index,1191.74,-6.44,-0.54,695494976.0
2018-12-24,Sensitive Index,253.68,-1.7,-0.67,657875968.0
2018-12-24,Float Index,86.67,-0.59,-0.68,695494976.0
2018-12-24,Sensitive Float Index,79.69,-0.61,-0.76,656784000.0
2018-12-23,NEPSE Index,1198.18,32.21,2.76,756868992.0
2018-12-23,Sensitive Index,255.38,7.31,2.95,709980992.0
2018-12-23,Float Index,87.26,2.42,2.85,756868992.0
2018-12-23,Sensitive Float Index,80.3,2.22,2.84,709553024.0
2018-12-22,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2018-12-21,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2018-12-20,NEPSE Index,1165.97,3.27,0.28,393798016.0
2018-12-20,Sensitive Index,248.07,0.74,0.3,380232992.0
2018-12-20,Float Index,84.84,0.32,0.38,393798016.0
2018-12-20,Sensitive Float Index,78.08,0.32,0.41,378876000.0
2018-12-19,NEPSE Index,1162.7,-5.47,-0.47,342703008.0
2018-12-19,Sensitive Index,247.33,-1.26,-0.51,333464000.0
2018-12-19,Float Index,84.52,-0.47,-0.55,342703008.0
2018-12-19,Sensitive Float Index,77.76,-0.46,-0.59,332295008.0
2018-12-18,NEPSE Index,1168.17,-14.61,-1.24,512580992.0
2018-12-18,Sensitive Index,248.59,-3.04,-1.21,491664000.0
2018-12-18,Float Index,84.99,-1.23,-1.43,512580992.0
2018-12-18,Sensitive Float Index,78.22,-1.14,-1.44,490113984.0
2018-12-17,NEPSE Index,1182.78,15.11,1.29,360561984.0
2018-12-17,Sensitive Index,251.63,2.96,1.19,348740992.0
2018-12-17,Float Index,86.22,1.16,1.36,360561984.0
2018-12-17,Sensitive Float Index,79.36,1.01,1.29,348720000.0
2018-12-16,NEPSE Index,1167.67,18.89,1.64,437036992.0
2018-12-16,Sensitive Index,248.67,3.97,1.62,424747008.0
2018-12-16,Float Index,85.06,1.49,1.78,437036992.0
2018-12-16,Sensitive Float Index,78.35,1.36,1.77,424575008.0
2018-12-15,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2018-12-14,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2018-12-13,NEPSE Index,1148.78,7.6,0.67,298800000.0
